# id,z0,z1,z2,z3
635,0.00000,0.00000,0.00000,1.00000
636,1.00000,0.00000,0.00000,0.00000
637,0.00000,1.00000,0.00000,0.00000
638,0.00000,1.00000,0.00000,0.00000
639,0.00558,0.99365,0.00039,0.00039
640,0.00135,0.00011,0.00011,0.99842
641,1.00000,0.00000,0.00000,0.00000
642,0.00000,0.00000,1.00000,0.00000
643,0.00000,0.00000,1.00000,0.00000
644,0.00000,0.00000,0.00000,1.00000
645,0.44123,0.00741,0.00741,0.54394
646,1.00000,0.00000,0.00000,0.00000
647,0.00057,0.99007,0.00879,0.00057
648,0.00000,1.00000,0.00000,0.00000
649,0.00000,0.00000,1.00000,0.00000
650,0.00000,1.00000,0.00000,0.00000
651,0.00000,0.00000,0.00000,1.00000
652,0.41711,0.56830,0.00730,0.00730
653,0.00741,0.54394,0.44123,0.00741
654,0.00000,0.00000,1.00000,0.00000
655,0.00000,1.00000,0.00000,0.00000
656,0.00000,0.00000,1.00000,0.00000
657,0.00000,1.00000,0.00000,0.00000
658,0.00000,1.00000,0.00000,0.00000
659,0.00039,0.99365,0.00558,0.00039
660,0.00000,0.00000,0.00000,1.00000
661,0.00039,0.00039,0.00558,0.99365
662,0.00047,0.99196,0.00047,0.00710
663,0.00011,0.99842,0.00011,0.00135
664,1.00000,0.00000,0.00000,0.00000
665,0.99365,0.00039,0.00558,0.00039
666,1.00000,0.00000,0.00000,0.00000
667,1.00000,0.00000,0.00000,0.00000
668,1.00000,0.00000,0.00000,0.00000
669,0.00000,0.00000,0.00000,1.00000
670,0.00047,0.00710,0.99196,0.00047
671,0.00000,1.00000,0.00000,0.00000
672,0.00000,1.00000,0.00000,0.00000
673,0.10544,0.07451,0.80816,0.01189
674,0.00039,0.99365,0.00558,0.00039
675,0.00039,0.99365,0.00039,0.00558
676,0.00000,1.00000,0.00000,0.00000
677,0.00000,0.00000,1.00000,0.00000
678,0.00000,1.00000,0.00000,0.00000
679,0.00135,0.99842,0.00011,0.00011
680,1.00000,0.00000,0.00000,0.00000
681,0.00000,1.00000,0.00000,0.00000
682,0.00000,0.00000,1.00000,0.00000
683,0.00000,0.00000,1.00000,0.00000
684,0.00879,0.99007,0.00057,0.00057
685,0.00558,0.99365,0.00039,0.00039
686,0.00730,0.41711,0.00730,0.56830
687,1.00000,0.00000,0.00000,0.00000
688,0.99842,0.00135,0.00011,0.00011
689,0.01026,0.06622,0.83772,0.08581
690,0.00000,0.00000,1.00000,0.00000
691,0.56830,0.41711,0.00730,0.00730
692,0.00000,1.00000,0.00000,0.00000
693,1.00000,0.00000,0.00000,0.00000
694,0.00011,0.00135,0.99842,0.00011
695,0.00057,0.00057,0.99007,0.00879
696,0.00000,0.00000,1.00000,0.00000
697,0.00000,1.00000,0.00000,0.00000
698,0.00047,0.00710,0.00047,0.99196
699,0.07451,0.01189,0.80816,0.10544
700,0.00000,0.00000,0.00000,1.00000
701,0.00000,1.00000,0.00000,0.00000
702,0.99196,0.00047,0.00710,0.00047
703,0.00135,0.00011,0.99842,0.00011
704,0.00000,0.00000,0.00000,1.00000
705,0.11892,0.73493,0.01603,0.13012
706,0.00000,1.00000,0.00000,0.00000
707,0.00000,0.00000,0.00000,1.00000
708,0.00000,1.00000,0.00000,0.00000
709,0.00000,1.00000,0.00000,0.00000
710,1.00000,0.00000,0.00000,0.00000
711,0.00000,0.00000,0.00000,1.00000
712,0.00000,0.00000,0.00000,1.00000
713,0.00011,0.00011,0.00135,0.99842
714,0.00000,0.00000,1.00000,0.00000
715,0.00000,0.00000,1.00000,0.00000
716,0.00039,0.99365,0.00558,0.00039
717,0.00710,0.99196,0.00047,0.00047
718,1.00000,0.00000,0.00000,0.00000
719,0.00000,0.00000,0.00000,1.00000
720,0.00000,1.00000,0.00000,0.00000
721,0.00047,0.99196,0.00710,0.00047
722,1.00000,0.00000,0.00000,0.00000
723,0.00011,0.00011,0.99842,0.00135
724,0.00000,1.00000,0.00000,0.00000
725,0.00000,0.00000,1.00000,0.00000
726,0.00000,0.00000,0.00000,1.00000
727,0.73493,0.01603,0.13012,0.11892
728,0.00000,0.00000,1.00000,0.00000
729,0.00741,0.00741,0.44123,0.54394
730,0.00000,0.00000,1.00000,0.00000
731,0.00000,1.00000,0.00000,0.00000
732,0.99842,0.00135,0.00011,0.00011
733,0.00011,0.00011,0.99842,0.00135
734,0.00039,0.00039,0.99365,0.00558
735,0.99842,0.00011,0.00135,0.00011
736,1.00000,0.00000,0.00000,0.00000
737,0.00000,0.00000,0.00000,1.00000
738,0.00000,1.00000,0.00000,0.00000
739,0.99842,0.00011,0.00135,0.00011
740,1.00000,0.00000,0.00000,0.00000
741,0.00000,0.00000,0.00000,1.00000
742,0.00057,0.99007,0.00879,0.00057
743,0.00000,1.00000,0.00000,0.00000
744,0.00000,1.00000,0.00000,0.00000
745,0.00000,0.00000,1.00000,0.00000
746,0.00000,1.00000,0.00000,0.00000
747,0.99007,0.00057,0.00057,0.00879
748,0.00000,0.00000,0.00000,1.00000
749,0.00713,0.59434,0.00713,0.39140
750,0.00047,0.00710,0.99196,0.00047
751,0.00000,1.00000,0.00000,0.00000
752,0.00000,0.00000,1.00000,0.00000
753,1.00000,0.00000,0.00000,0.00000
754,0.00000,0.00000,0.00000,1.00000
755,1.00000,0.00000,0.00000,0.00000
756,0.00011,0.00135,0.99842,0.00011
757,1.00000,0.00000,0.00000,0.00000
758,1.00000,0.00000,0.00000,0.00000
759,1.00000,0.00000,0.00000,0.00000
760,0.00000,0.00000,0.00000,1.00000
761,0.00000,0.00000,0.00000,1.00000
762,0.00730,0.41711,0.56830,0.00730
763,0.00000,0.00000,1.00000,0.00000
764,0.00057,0.00879,0.99007,0.00057
765,0.00000,0.00000,0.00000,1.00000
766,1.00000,0.00000,0.00000,0.00000
767,0.00000,0.00000,0.00000,1.00000
768,0.99365,0.00558,0.00039,0.00039
769,0.00000,1.00000,0.00000,0.00000
770,0.00000,0.00000,0.00000,1.00000
771,0.99365,0.00558,0.00039,0.00039
772,1.00000,0.00000,0.00000,0.00000
773,0.00000,0.00000,1.00000,0.00000
774,0.83772,0.06622,0.01026,0.08581
775,0.13458,0.12892,0.71968,0.01682
776,0.00000,0.00000,1.00000,0.00000
777,1.00000,0.00000,0.00000,0.00000
778,0.00000,0.00000,0.00000,1.00000
779,0.00000,0.00000,1.00000,0.00000
780,0.00047,0.00047,0.99196,0.00710
781,1.00000,0.00000,0.00000,0.00000
782,0.00710,0.00047,0.99196,0.00047
783,0.00730,0.41711,0.00730,0.56830
784,0.00000,1.00000,0.00000,0.00000
785,0.00000,0.00000,1.00000,0.00000
786,0.00000,0.00000,1.00000,0.00000
787,0.00011,0.99842,0.00135,0.00011
788,0.00000,1.00000,0.00000,0.00000
789,0.00000,1.00000,0.00000,0.00000
790,0.00047,0.00710,0.00047,0.99196
791,0.00000,0.00000,1.00000,0.00000
792,1.00000,0.00000,0.00000,0.00000
793,0.00000,0.00000,0.00000,1.00000
794,1.00000,0.00000,0.00000,0.00000
795,0.99196,0.00710,0.00047,0.00047
796,0.00741,0.44123,0.54394,0.00741
797,0.00000,0.00000,1.00000,0.00000
798,0.12039,0.74946,0.11485,0.01529
799,0.00000,1.00000,0.00000,0.00000
800,0.00000,0.00000,0.00000,1.00000
801,0.00047,0.99196,0.00047,0.00710
802,0.00000,0.00000,1.00000,0.00000
803,1.00000,0.00000,0.00000,0.00000
804,0.00000,1.00000,0.00000,0.00000
805,0.00135,0.00011,0.99842,0.00011
806,0.99007,0.00057,0.00879,0.00057
807,0.00000,0.00000,1.00000,0.00000
808,0.83772,0.06622,0.01026,0.08581
809,0.00000,0.00000,0.00000,1.00000
810,0.00000,0.00000,0.00000,1.00000
811,0.00000,0.00000,1.00000,0.00000
812,0.00000,1.00000,0.00000,0.00000
813,0.99007,0.00057,0.00057,0.00879
814,0.00000,1.00000,0.00000,0.00000
815,0.00000,0.00000,1.00000,0.00000
816,0.59434,0.39140,0.00713,0.00713
817,0.00039,0.00558,0.99365,0.00039
818,0.00000,1.00000,0.00000,0.00000
819,0.00011,0.00011,0.99842,0.00135
820,0.00011,0.99842,0.00135,0.00011
821,0.00000,0.00000,0.00000,1.00000
822,0.00011,0.00135,0.99842,0.00011
823,0.00000,1.00000,0.00000,0.00000
824,0.00000,1.00000,0.00000,0.00000
825,0.00000,0.00000,0.00000,1.00000
826,0.12892,0.01682,0.71968,0.13458
827,0.00000,0.00000,1.00000,0.00000
828,0.00000,0.00000,1.00000,0.00000
829,0.00011,0.99842,0.00011,0.00135
830,1.00000,0.00000,0.00000,0.00000
831,0.00000,1.00000,0.00000,0.00000
832,0.00000,0.00000,1.00000,0.00000
833,0.00879,0.99007,0.00057,0.00057
834,0.00000,0.00000,0.00000,1.00000
835,0.08581,0.01026,0.83772,0.06622
836,0.00558,0.00039,0.00039,0.99365
837,0.00000,0.00000,0.00000,1.00000
838,0.99842,0.00011,0.00011,0.00135
839,0.00011,0.00011,0.99842,0.00135
840,0.00000,0.00000,0.00000,1.00000
841,0.99842,0.00135,0.00011,0.00011
842,0.00000,0.00000,1.00000,0.00000
