# id,z0,z1,z2,z3
635,0.00209,0.87012,0.12570,0.00209
636,0.00000,0.00000,1.00000,0.00000
637,0.00065,0.99927,0.00004,0.00004
638,0.00000,1.00000,0.00000,0.00000
639,0.00000,1.00000,0.00000,0.00000
640,0.00000,1.00000,0.00000,0.00000
641,0.00001,0.00016,0.00001,0.99981
642,0.20142,0.79248,0.00305,0.00305
643,0.00000,0.00000,0.00000,1.00000
644,0.00000,0.00000,1.00000,0.00000
645,1.00000,0.00000,0.00000,0.00000
646,0.00000,0.00000,1.00000,0.00000
647,0.00001,0.00001,0.99981,0.00016
648,0.00007,0.00113,0.99873,0.00007
649,0.00000,1.00000,0.00000,0.00000
650,1.00000,0.00000,0.00000,0.00000
651,0.00000,1.00000,0.00000,0.00000
652,0.00000,0.00000,1.00000,0.00000
653,0.00000,1.00000,0.00000,0.00000
654,1.00000,0.00000,0.00000,0.00000
655,0.00000,1.00000,0.00000,0.00000
656,1.00000,0.00000,0.00000,0.00000
657,0.01884,0.00220,0.96300,0.01597
658,0.61113,0.11351,0.13261,0.14275
659,1.00000,0.00000,0.00000,0.00000
660,0.00000,0.00000,0.00000,1.00000
661,0.00001,0.00015,0.00001,0.99982
662,0.06871,0.55929,0.01177,0.36024
663,0.13636,0.00224,0.00224,0.85916
664,0.37433,0.55073,0.06349,0.01145
665,0.00000,1.00000,0.00000,0.00000
666,1.00000,0.00000,0.00000,0.00000
667,0.00000,0.00000,0.00000,1.00000
668,0.00000,0.00000,1.00000,0.00000
669,0.00000,0.00000,0.00000,1.00000
670,0.00000,0.00000,0.00000,1.00000
671,0.00000,1.00000,0.00000,0.00000
672,0.00000,0.00000,0.00000,1.00000
673,0.10766,0.88868,0.00183,0.00183
674,0.00002,0.00002,0.99971,0.00025
675,1.00000,0.00000,0.00000,0.00000
676,0.00000,0.00000,0.00000,1.00000
677,0.00000,0.00000,0.00000,1.00000
678,0.14275,0.11351,0.13261,0.61113
679,0.10033,0.10527,0.67620,0.11819
680,0.07287,0.00129,0.00129,0.92454
681,0.00001,0.00001,0.99981,0.00016
682,0.00000,0.00000,0.00000,1.00000
683,0.00000,0.00000,0.00000,1.00000
684,0.00001,0.00016,0.00001,0.99981
685,0.00001,0.00001,0.99982,0.00015
686,0.00000,1.00000,0.00000,0.00000
687,0.11273,0.14242,0.13229,0.61257
688,0.00305,0.79248,0.20142,0.00305
689,0.02225,0.95964,0.01575,0.00236
690,0.00000,0.00000,0.00000,1.00000
691,0.00000,1.00000,0.00000,0.00000
692,1.00000,0.00000,0.00000,0.00000
693,0.00004,0.00065,0.00004,0.99927
694,0.01229,0.07101,0.44066,0.47604
695,0.00274,0.02489,0.95325,0.01913
696,0.00001,0.00001,0.00015,0.99982
697,0.00000,0.00000,0.00000,1.00000
698,0.00000,0.00000,1.00000,0.00000
699,0.00000,1.00000,0.00000,0.00000
700,0.00000,1.00000,0.00000,0.00000
701,0.00183,0.10766,0.88868,0.00183
702,0.00001,0.00015,0.99982,0.00001
703,0.00000,1.00000,0.00000,0.00000
704,0.01177,0.06871,0.55929,0.36024
705,0.00000,0.00000,1.00000,0.00000
706,1.00000,0.00000,0.00000,0.00000
707,1.00000,0.00000,0.00000,0.00000
708,0.00000,1.00000,0.00000,0.00000
709,0.00129,0.00129,0.92454,0.07287
710,0.00002,0.00025,0.99971,0.00002
711,0.00305,0.00305,0.79248,0.20142
712,0.00016,0.00001,0.99981,0.00001
713,0.00000,0.00000,1.00000,0.00000
714,1.00000,0.00000,0.00000,0.00000
715,0.00000,0.00000,0.00000,1.00000
716,0.00000,0.00000,0.00000,1.00000
717,0.00016,0.00001,0.00001,0.99981
718,0.99873,0.00113,0.00007,0.00007
719,0.49734,0.01312,0.08448,0.40506
720,0.00000,0.00000,0.00000,1.00000
721,0.99981,0.00016,0.00001,0.00001
722,0.00000,0.00000,1.00000,0.00000
723,0.00000,0.00000,1.00000,0.00000
724,1.00000,0.00000,0.00000,0.00000
725,0.00002,0.00025,0.99971,0.00002
726,1.00000,0.00000,0.00000,0.00000
727,1.00000,0.00000,0.00000,0.00000
728,0.93731,0.00364,0.03099,0.02806
729,0.00113,0.00007,0.00007,0.99873
730,0.01312,0.49734,0.08448,0.40506
731,0.08687,0.73525,0.08646,0.09142
732,1.00000,0.00000,0.00000,0.00000
733,0.00000,0.00000,0.00000,1.00000
734,0.00000,0.00000,1.00000,0.00000
735,0.00000,0.00000,0.00000,1.00000
736,0.00015,0.00001,0.00001,0.99982
737,0.00000,1.00000,0.00000,0.00000
738,0.00236,0.02225,0.95964,0.01575
739,0.00109,0.00109,0.93740,0.06042
740,0.00000,1.00000,0.00000,0.00000
741,0.99982,0.00015,0.00001,0.00001
742,0.00000,0.00000,0.00000,1.00000
743,0.00000,0.00000,1.00000,0.00000
744,0.00016,0.99981,0.00001,0.00001
745,1.00000,0.00000,0.00000,0.00000
746,0.00001,0.00001,0.99982,0.00015
747,0.96818,0.00189,0.01676,0.01317
748,0.49734,0.01312,0.40506,0.08448
749,1.00000,0.00000,0.00000,0.00000
750,0.00000,0.00000,0.00000,1.00000
751,0.00000,0.00000,1.00000,0.00000
752,0.00000,0.00000,1.00000,0.00000
753,1.00000,0.00000,0.00000,0.00000
754,0.55073,0.06349,0.01145,0.37433
755,0.00000,0.00000,1.00000,0.00000
756,0.00109,0.00109,0.06042,0.93740
757,0.00000,1.00000,0.00000,0.00000
758,0.00000,1.00000,0.00000,0.00000
759,0.00000,0.00000,0.00000,1.00000
760,1.00000,0.00000,0.00000,0.00000
761,0.00000,1.00000,0.00000,0.00000
762,0.00000,1.00000,0.00000,0.00000
763,0.00000,1.00000,0.00000,0.00000
764,0.20142,0.00305,0.00305,0.79248
765,1.00000,0.00000,0.00000,0.00000
766,0.00131,0.07410,0.92328,0.00131
767,0.00000,0.00000,1.00000,0.00000
768,0.00001,0.99982,0.00001,0.00015
769,0.00000,0.00000,0.00000,1.00000
770,0.92454,0.00129,0.00129,0.07287
771,1.00000,0.00000,0.00000,0.00000
772,0.00129,0.92454,0.07287,0.00129
773,0.00000,0.00000,1.00000,0.00000
774,0.00000,1.00000,0.00000,0.00000
775,0.00000,0.00000,1.00000,0.00000
776,0.00000,1.00000,0.00000,0.00000
777,0.00000,0.00000,0.00000,1.00000
778,0.07287,0.92454,0.00129,0.00129
779,0.99981,0.00001,0.00016,0.00001
780,0.00109,0.06042,0.93740,0.00109
781,0.00000,0.00000,1.00000,0.00000
782,0.00000,1.00000,0.00000,0.00000
783,0.00000,0.00000,1.00000,0.00000
784,0.00001,0.99981,0.00001,0.00016
785,0.00004,0.99927,0.00065,0.00004
786,0.01181,0.49253,0.43062,0.06503
787,0.00000,0.00000,0.00000,1.00000
788,0.00000,0.00000,0.00000,1.00000
789,0.00128,0.97901,0.01023,0.00948
790,0.07410,0.00131,0.92328,0.00131
791,0.00274,0.95325,0.02489,0.01913
792,0.00249,0.84059,0.00249,0.15444
793,1.00000,0.00000,0.00000,0.00000
794,0.93740,0.00109,0.06042,0.00109
795,1.00000,0.00000,0.00000,0.00000
796,1.00000,0.00000,0.00000,0.00000
797,0.13636,0.00224,0.00224,0.85916
798,0.00000,0.00000,0.00000,1.00000
799,0.00002,0.00002,0.99971,0.00025
800,0.00000,1.00000,0.00000,0.00000
801,0.00004,0.99927,0.00065,0.00004
802,0.00131,0.92328,0.07410,0.00131
803,0.96863,0.01293,0.00187,0.01657
804,0.00002,0.99971,0.00025,0.00002
805,0.07410,0.92328,0.00131,0.00131
806,0.00001,0.99982,0.00001,0.00015
807,0.00000,0.00000,1.00000,0.00000
808,0.00000,1.00000,0.00000,0.00000
809,0.00113,0.99873,0.00007,0.00007
810,0.88868,0.00183,0.10766,0.00183
811,0.00000,1.00000,0.00000,0.00000
812,0.00001,0.00015,0.99982,0.00001
813,0.00065,0.00004,0.99927,0.00004
814,0.99873,0.00113,0.00007,0.00007
815,0.00000,1.00000,0.00000,0.00000
816,0.00001,0.99982,0.00001,0.00015
817,1.00000,0.00000,0.00000,0.00000
818,0.49734,0.08448,0.01312,0.40506
819,0.79248,0.20142,0.00305,0.00305
820,0.00129,0.92454,0.07287,0.00129
821,0.00002,0.00025,0.99971,0.00002
822,0.00929,0.97936,0.00126,0.01009
823,0.00000,1.00000,0.00000,0.00000
824,1.00000,0.00000,0.00000,0.00000
825,0.00305,0.20142,0.79248,0.00305
826,0.00128,0.01023,0.97901,0.00948
827,0.00000,0.00000,1.00000,0.00000
828,0.00000,0.00000,1.00000,0.00000
829,0.00000,1.00000,0.00000,0.00000
830,0.00000,0.00000,0.00000,1.00000
831,0.20142,0.00305,0.79248,0.00305
832,0.00015,0.00001,0.00001,0.99982
833,0.00000,1.00000,0.00000,0.00000
834,1.00000,0.00000,0.00000,0.00000
835,0.87012,0.00209,0.12570,0.00209
836,0.01657,0.01293,0.00187,0.96863
837,0.10492,0.09954,0.67773,0.11781
838,0.00000,1.00000,0.00000,0.00000
839,0.00000,0.00000,0.00000,1.00000
840,0.00000,1.00000,0.00000,0.00000
841,0.00000,1.00000,0.00000,0.00000
842,1.00000,0.00000,0.00000,0.00000
843,0.00000,0.00000,0.00000,1.00000
844,0.00000,0.00000,0.00000,1.00000
845,0.00305,0.00305,0.20142,0.79248
846,0.00305,0.00305,0.79248,0.20142
847,0.79248,0.00305,0.20142,0.00305
848,0.00239,0.02247,0.95912,0.01602
849,0.06042,0.93740,0.00109,0.00109
850,0.99927,0.00004,0.00065,0.00004
851,0.00000,0.00000,0.00000,1.00000
852,0.92454,0.00129,0.00129,0.07287
853,1.00000,0.00000,0.00000,0.00000
854,0.00000,1.00000,0.00000,0.00000
855,0.37433,0.01145,0.55073,0.06349
856,0.98299,0.00795,0.00105,0.00801
857,0.00000,1.00000,0.00000,0.00000
858,1.00000,0.00000,0.00000,0.00000
859,0.00002,0.00002,0.00025,0.99971
860,0.00000,1.00000,0.00000,0.00000
861,0.00000,0.00000,1.00000,0.00000
862,0.00000,0.00000,0.00000,1.00000
863,0.98299,0.00105,0.00795,0.00801
864,0.00000,0.00000,1.00000,0.00000
865,0.00001,0.00001,0.99981,0.00016
866,0.00000,0.00000,1.00000,0.00000
867,0.00000,1.00000,0.00000,0.00000
868,0.07410,0.92328,0.00131,0.00131
869,0.00305,0.00305,0.79248,0.20142
870,0.00004,0.00004,0.99927,0.00065
871,0.01023,0.97901,0.00948,0.00128
872,0.49498,0.39665,0.09465,0.01371
873,1.00000,0.00000,0.00000,0.00000
874,0.00000,0.00000,0.00000,1.00000
875,0.99971,0.00025,0.00002,0.00002
876,0.99971,0.00002,0.00025,0.00002
877,0.01312,0.49734,0.40506,0.08448
878,1.00000,0.00000,0.00000,0.00000
879,0.99927,0.00004,0.00065,0.00004
880,0.00000,0.00000,0.00000,1.00000
881,0.01185,0.49335,0.06550,0.42930
882,0.00001,0.99981,0.00016,0.00001
883,0.07287,0.92454,0.00129,0.00129
884,0.00000,0.00000,1.00000,0.00000
885,0.00000,0.00000,1.00000,0.00000
886,0.00000,1.00000,0.00000,0.00000
887,0.93740,0.00109,0.00109,0.06042
888,0.00001,0.00016,0.00001,0.99981
889,0.00109,0.06042,0.00109,0.93740
890,0.00000,0.00000,1.00000,0.00000
891,0.00000,1.00000,0.00000,0.00000
892,0.00000,0.00000,1.00000,0.00000
893,1.00000,0.00000,0.00000,0.00000
894,0.00000,0.00000,0.00000,1.00000
895,0.00000,1.00000,0.00000,0.00000
896,1.00000,0.00000,0.00000,0.00000
897,0.01913,0.02489,0.95325,0.00274
898,1.00000,0.00000,0.00000,0.00000
899,1.00000,0.00000,0.00000,0.00000
900,1.00000,0.00000,0.00000,0.00000
901,0.00000,0.00000,0.00000,1.00000
902,0.00001,0.00001,0.00015,0.99982
903,0.01229,0.47604,0.44066,0.07101
904,0.00002,0.00002,0.99971,0.00025
905,0.00001,0.00001,0.99981,0.00016
906,0.00000,0.00000,0.00000,1.00000
907,0.00126,0.97936,0.00929,0.01009
908,0.99981,0.00016,0.00001,0.00001
909,0.00000,0.00000,0.00000,1.00000
910,1.00000,0.00000,0.00000,0.00000
911,0.00000,1.00000,0.00000,0.00000
912,0.00305,0.00305,0.79248,0.20142
913,0.01145,0.06349,0.37433,0.55073
914,0.97936,0.00126,0.00929,0.01009
915,1.00000,0.00000,0.00000,0.00000
916,0.00000,0.00000,1.00000,0.00000
917,0.00016,0.99981,0.00001,0.00001
918,0.00364,0.03099,0.02806,0.93731
919,0.00131,0.07410,0.92328,0.00131
920,0.01009,0.00126,0.97936,0.00929
921,0.00000,0.00000,1.00000,0.00000
922,0.79248,0.00305,0.20142,0.00305
923,0.00000,0.00000,0.00000,1.00000
924,0.00000,0.00000,1.00000,0.00000
925,0.00001,0.00001,0.99982,0.00015
926,1.00000,0.00000,0.00000,0.00000
927,0.43848,0.01229,0.47824,0.07099
928,0.00305,0.20142,0.00305,0.79248
929,0.00000,1.00000,0.00000,0.00000
930,0.00000,0.00000,1.00000,0.00000
931,0.00002,0.00002,0.99971,0.00025
932,0.08453,0.01313,0.40714,0.49519
933,0.01148,0.37310,0.55149,0.06393
934,0.00305,0.79248,0.20142,0.00305
935,0.00000,1.00000,0.00000,0.00000
936,0.00001,0.99981,0.00016,0.00001
937,0.06042,0.93740,0.00109,0.00109
938,0.01009,0.97936,0.00126,0.00929
939,0.00001,0.00015,0.00001,0.99982
940,0.00000,0.00000,1.00000,0.00000
941,1.00000,0.00000,0.00000,0.00000
942,0.00000,1.00000,0.00000,0.00000
943,0.00000,0.00000,0.00000,1.00000
944,0.99981,0.00001,0.00016,0.00001
945,1.00000,0.00000,0.00000,0.00000
946,0.00025,0.00002,0.00002,0.99971
947,0.00015,0.99982,0.00001,0.00001
948,0.00000,0.00000,1.00000,0.00000
949,0.00128,0.97901,0.01023,0.00948
950,0.00000,1.00000,0.00000,0.00000
951,0.00000,0.00000,0.00000,1.00000
952,0.00001,0.99982,0.00001,0.00015
953,0.00000,0.00000,1.00000,0.00000
954,1.00000,0.00000,0.00000,0.00000
955,0.00000,1.00000,0.00000,0.00000
956,1.00000,0.00000,0.00000,0.00000
957,0.06393,0.37310,0.01148,0.55149
958,1.00000,0.00000,0.00000,0.00000
959,0.00126,0.01009,0.97936,0.00929
960,0.08687,0.73525,0.08646,0.09142
961,0.00000,0.00000,0.00000,1.00000
962,0.00000,0.00000,0.00000,1.00000
963,0.00000,0.00000,1.00000,0.00000
964,0.00000,1.00000,0.00000,0.00000
965,1.00000,0.00000,0.00000,0.00000
966,0.00000,1.00000,0.00000,0.00000
967,0.01913,0.02489,0.95325,0.00274
968,0.00000,0.00000,1.00000,0.00000
969,0.00000,1.00000,0.00000,0.00000
970,0.00002,0.00002,0.99971,0.00025
971,0.00002,0.99971,0.00025,0.00002
972,0.02806,0.00364,0.93731,0.03099
973,0.00305,0.79248,0.20142,0.00305
974,0.99981,0.00001,0.00016,0.00001
975,0.00000,0.00000,0.00000,1.00000
976,0.01297,0.52025,0.38299,0.08379
977,0.00000,1.00000,0.00000,0.00000
978,0.00000,1.00000,0.00000,0.00000
979,0.00000,0.00000,0.00000,1.00000
980,0.00128,0.01023,0.97901,0.00948
981,0.00000,0.00000,1.00000,0.00000
982,0.00000,0.00000,1.00000,0.00000
983,0.00224,0.85916,0.00224,0.13636
984,1.00000,0.00000,0.00000,0.00000
985,0.00001,0.99981,0.00001,0.00016
986,0.00000,0.00000,1.00000,0.00000
987,0.00000,1.00000,0.00000,0.00000
988,0.09580,0.69425,0.09624,0.11370
989,0.00000,0.00000,0.00000,1.00000
990,0.00305,0.00305,0.79248,0.20142
991,0.00000,0.00000,0.00000,1.00000
992,0.00001,0.00001,0.99981,0.00016
993,0.00000,0.00000,0.00000,1.00000
994,0.36024,0.01177,0.06871,0.55929
995,0.00109,0.00109,0.06042,0.93740
996,0.00000,0.00000,0.00000,1.00000
997,0.79248,0.20142,0.00305,0.00305
998,0.00000,0.00000,1.00000,0.00000
999,0.11370,0.09580,0.69425,0.09624
